commit,total_duration,neutron.rpc_sg_info_for_devices_short_id (run 1),neutron.rpc_sg_info_for_devices_short_id (run 2),neutron.rpc_sg_info_for_devices_short_id (run 3),neutron.rpc_sg_info_for_devices_short_id (run 4),neutron.rpc_sg_info_for_devices_short_id (avg),neutron.rpc_sg_info_for_devices_short_id (max),neutron.rpc_sg_info_for_devices_full_id (run 1),neutron.rpc_sg_info_for_devices_full_id (run 2),neutron.rpc_sg_info_for_devices_full_id (run 3),neutron.rpc_sg_info_for_devices_full_id (run 4),neutron.rpc_sg_info_for_devices_full_id (avg),neutron.rpc_sg_info_for_devices_full_id (max),neutron.rpc_get_devices_details_list (run 1),neutron.rpc_get_devices_details_list (run 2),neutron.rpc_get_devices_details_list (run 3),neutron.rpc_get_devices_details_list (run 4),neutron.rpc_get_devices_details_list (avg),neutron.rpc_get_devices_details_list (max),neutron.rpc_get_routers (run 1),neutron.rpc_get_routers (run 2),neutron.rpc_get_routers (run 3),neutron.rpc_get_routers (run 4),neutron.rpc_get_routers (avg),neutron.rpc_get_routers (max)
41d47cb252530dfa10e9af06b318e97a344cb28b,378.46155405044556,0.6200690269470215,1.0824520587921143,1.549990177154541,2.147648811340332,1.3500400185585022,2.147648811340332,0.6334531307220459,1.069437026977539,1.6430230140686035,2.1230571269989014,1.3672425746917725,2.1230571269989014,3.112130880355835,3.2404940128326416,3.056516170501709,3.0593910217285156,3.1171330213546753,3.2404940128326416,20.02981209754944,21.250727891921997,22.494643926620483,24.025427103042603,21.95015275478363,24.025427103042603
e61447d55ab7b647b5201000488f83173be9baa2,392.0207259654999,0.652202844619751,1.0988609790802002,1.617089033126831,2.1196019649505615,1.371938705444336,2.1196019649505615,0.6709940433502197,1.1653690338134766,1.6180260181427002,2.174375057220459,1.4071910381317139,2.174375057220459,3.149148941040039,3.2370150089263916,3.225688934326172,3.2564969062805176,3.21708744764328,3.2564969062805176,18.695881843566895,19.80584406852722,20.97113609313965,22.013568878173828,20.371607720851898,22.013568878173828
bdf78cd45e1ded8fa2a1dc87a4f05631e319178c,381.77041006088257,0.6517260074615479,1.0856130123138428,1.6125450134277344,2.1445119380950928,1.3735989928245544,2.1445119380950928,0.6534461975097656,1.12556791305542,1.6072230339050293,2.1173269748687744,1.3758910298347473,2.1173269748687744,3.0926249027252197,3.0694680213928223,3.0916879177093506,3.1333670616149902,3.0967869758605957,3.1333670616149902,18.262529134750366,19.4495050907135,20.690311193466187,21.635873794555664,20.00955480337143,21.635873794555664
5d427e225e7127dce66905d027728fda64e3fa03,386.35894322395325,0.6603410243988037,1.109260082244873,1.6006529331207275,2.1595489978790283,1.3824507594108582,2.1595489978790283,0.666111946105957,1.1263751983642578,1.6238939762115479,2.181248903274536,1.3994075059890747,2.181248903274536,3.1549670696258545,3.064812183380127,3.088972806930542,3.0085530281066895,3.0793262720108032,3.1549670696258545,17.980408906936646,19.079086780548096,20.194788932800293,21.233076095581055,19.621840178966522,21.233076095581055
4b1bc776f581ec97b8b021728e79ec3c29823865,387.9740500450134,0.6393160820007324,1.0854170322418213,1.6013660430908203,2.1637861728668213,1.3724713325500488,2.1637861728668213,0.6337299346923828,1.138875961303711,1.6318750381469727,2.1625430583953857,1.391755998134613,2.1625430583953857,2.9899070262908936,3.13993501663208,3.1605260372161865,3.146378993988037,3.1091867685317993,3.1605260372161865,18.260620832443237,19.223999977111816,20.73141312599182,21.671885013580322,19.9719797372818,21.671885013580322
195799fb5da4ed4338fbd2480841dd44d7b51628,386.4868621826172,0.6729071140289307,1.138589859008789,1.7033360004425049,2.1537539958953857,1.4171467423439026,2.1537539958953857,0.6340320110321045,1.0728199481964111,1.7347521781921387,2.1989059448242188,1.4101275205612183,2.1989059448242188,3.2379391193389893,3.1559410095214844,3.282871961593628,3.14123797416687,3.204497516155243,3.282871961593628,18.51983094215393,19.405520915985107,20.601210832595825,22.073271989822388,20.149958670139313,22.073271989822388
3d168d12c07e21b565ab103e445c0e1a99d7c0d7,384.3447542190552,0.6984620094299316,1.164064884185791,1.6488580703735352,2.1635000705718994,1.4187212586402893,2.1635000705718994,0.645442008972168,1.0697588920593262,1.6122469902038574,2.1341378688812256,1.3653964400291443,2.1341378688812256,3.1875550746917725,3.3022429943084717,3.255998134613037,3.3244669437408447,3.2675657868385315,3.3244669437408447,17.55374789237976,18.04632306098938,19.546043157577515,20.598150968551636,18.936066269874573,20.598150968551636
73886cba73ab50dcdd76976d297281e8646440a1,382.0566928386688,0.6415958404541016,1.1018331050872803,1.6410059928894043,2.154639959335327,1.3847687244415283,2.154639959335327,0.6345469951629639,1.1827349662780762,1.6148300170898438,2.232442855834961,1.4161387085914612,2.232442855834961,3.1571359634399414,3.2669708728790283,3.191541910171509,3.1578209400177,3.1933674216270447,3.2669708728790283,17.192956924438477,18.307401180267334,19.547096014022827,20.693702936172485,18.93528926372528,20.693702936172485
41e289af36c8a8e0fab530d628ee7ea79f67b5b3,383.1332321166992,0.671414852142334,1.1507887840270996,1.6899960041046143,2.1457629203796387,1.4144906401634216,2.1457629203796387,0.6455628871917725,1.0979840755462646,1.6364738941192627,2.12719988822937,1.3768051862716675,2.12719988822937,3.192594051361084,3.2402138710021973,3.2607240676879883,3.1233909130096436,3.2042307257652283,3.2607240676879883,16.968181848526,18.571263074874878,19.803271055221558,20.745407104492188,19.022030770778656,20.745407104492188
044a0f3122744452413cebd28c3ba77be7761bab,386.79635405540466,0.7813019752502441,1.0994768142700195,1.6550040245056152,2.192678928375244,1.4321154356002808,2.192678928375244,0.618690013885498,1.1378071308135986,1.6344811916351318,2.1812798976898193,1.393064558506012,2.1812798976898193,3.338204860687256,3.4975600242614746,3.29778790473938,3.210736036300659,3.3360722064971924,3.4975600242614746,17.605588912963867,19.189671993255615,19.814433097839355,21.024539947509766,19.40855848789215,21.024539947509766
7de7df280bf44a699906217e1552f8a12824185e,386.9869201183319,0.6897399425506592,1.1061570644378662,1.6928398609161377,2.1246378421783447,1.403343677520752,2.1246378421783447,0.6241600513458252,1.136579990386963,1.6085138320922852,2.236107110977173,1.4013402462005615,2.236107110977173,3.260025978088379,3.3197128772735596,3.0774459838867188,3.1905760765075684,3.2119402289390564,3.3197128772735596,17.535747051239014,18.77865195274353,19.825561046600342,20.76242995262146,19.225597500801086,20.76242995262146
d476473fe8b988e3069f5dc1b9d1d95aadb6a707,380.377051115036,0.6513609886169434,1.0996968746185303,1.5990049839019775,2.2487168312072754,1.3996949195861816,2.2487168312072754,0.6200430393218994,1.1962890625,1.6187238693237305,2.2423598766326904,1.41935396194458,2.2423598766326904,3.260190963745117,3.126844882965088,3.0440900325775146,3.126645803451538,3.1394429206848145,3.260190963745117,17.271764993667603,18.10596203804016,19.37533187866211,20.728088855743408,18.87028694152832,20.728088855743408
206426e75269e77c406fbfd51cdca453be8f4368,381.44405603408813,0.64894700050354,1.1453230381011963,1.6105599403381348,2.1871299743652344,1.3979899883270264,2.1871299743652344,0.6094048023223877,1.0765001773834229,1.606539011001587,2.236186981201172,1.3821577429771423,2.236186981201172,3.1629369258880615,3.2029459476470947,3.131920099258423,3.1959478855133057,3.173437714576721,3.2029459476470947,17.459656953811646,18.171170949935913,19.38415002822876,20.868234872817993,18.970803201198578,20.868234872817993
e15997d7ec7404e97c837b5889471cef4668db05,382.7178602218628,0.6596238613128662,1.131216049194336,1.633531093597412,2.1836161613464355,1.4019967913627625,2.1836161613464355,0.6333630084991455,1.1896250247955322,1.7155189514160156,2.2523651123046875,1.4477180242538452,2.2523651123046875,3.1452879905700684,3.2235491275787354,3.130729913711548,3.10280704498291,3.1505935192108154,3.2235491275787354,17.059173822402954,18.397588968276978,19.482824087142944,20.420167922973633,18.839938700199127,20.420167922973633
66bc9deba859946ed34bb5b9e789ef228e534e8e,388.37859416007996,0.6538851261138916,1.1191608905792236,1.589643955230713,2.194305896759033,1.3892489671707153,2.194305896759033,0.6216280460357666,1.1744790077209473,1.6209309101104736,2.1831769943237305,1.4000537395477295,2.1831769943237305,3.049941062927246,3.156886100769043,3.219417095184326,3.214299201965332,3.160135865211487,3.219417095184326,17.374541997909546,18.674389123916626,19.311201095581055,21.011286973953247,19.09285479784012,21.011286973953247
0fb46a0580b599c6f74b7dcf77c4d01cef202dea,393.88561964035034,0.6389451026916504,1.116732120513916,1.7126069068908691,2.2716522216796875,1.4349840879440308,2.2716522216796875,0.616145133972168,1.176703929901123,1.8395049571990967,2.245086193084717,1.4693600535392761,2.245086193084717,3.2863171100616455,3.1164820194244385,3.287961006164551,3.0832018852233887,3.193490505218506,3.287961006164551,17.219467878341675,18.590765953063965,19.65743899345398,20.772589921951294,19.06006568670273,20.772589921951294
60e4fe1d48db68e5bc35eb1c85187655fd19d822,422.7524528503418,0.6976990699768066,1.26230788230896,1.996093988418579,2.4873640537261963,1.6108662486076355,2.4873640537261963,0.6942510604858398,1.2008180618286133,1.9902679920196533,2.479526996612549,1.5912160277366638,2.479526996612549,3.2348859310150146,3.175290822982788,3.5084431171417236,3.3498260974884033,3.3171114921569824,3.5084431171417236,18.374495029449463,19.852211952209473,20.717232942581177,23.19604802131653,20.53499698638916,23.19604802131653
2c166bb442852e18931208b1fd8bf05086520104,413.7913410663605,0.6650068759918213,1.162065029144287,1.7327368259429932,2.2908248901367188,1.462658405303955,2.2908248901367188,0.6421220302581787,1.0746331214904785,1.713813066482544,2.3283469676971436,1.4397287964820862,2.3283469676971436,3.3379080295562744,3.743957996368408,3.3751277923583984,3.379040002822876,3.4590084552764893,3.743957996368408,17.602741956710815,21.78056001663208,21.00444006919861,22.312315940856934,20.67501449584961,22.312315940856934
356e50645045e0ac14d64cb9b28c076c95b8a946,406.8403437137604,0.6506080627441406,1.0863139629364014,1.741405963897705,2.074275016784668,1.3881507515907288,2.074275016784668,0.6413650512695312,1.0302200317382812,1.5994939804077148,2.0717010498046875,1.3356950283050537,2.0717010498046875,3.2647221088409424,3.255060911178589,3.2880961894989014,3.1866250038146973,3.2486260533332825,3.2880961894989014,17.972872018814087,19.12868094444275,20.35963797569275,21.325608015060425,19.696699738502502,21.325608015060425
d34e2c913c87f39fa856b70b01ef0242a7461e95,412.7926278114319,0.6560568809509277,1.0367860794067383,1.5798289775848389,2.0844850540161133,1.3392892479896545,2.0844850540161133,0.6389379501342773,1.0786139965057373,1.5182509422302246,2.101801872253418,1.3344011902809143,2.101801872253418,3.293287992477417,3.2828171253204346,3.212433099746704,3.238163948059082,3.2566755414009094,3.293287992477417,18.541107892990112,19.23724889755249,20.599442958831787,21.398142099380493,19.94398546218872,21.398142099380493
043829d4c3068f7d8e758629959a95bcd601ade5,424.3275980949402,0.6711549758911133,1.1308331489562988,1.6066830158233643,2.2507851123809814,1.4148640632629395,2.2507851123809814,0.6565690040588379,1.089752197265625,1.640186071395874,2.1390340328216553,1.381385326385498,2.1390340328216553,3.2616820335388184,3.325039863586426,3.4571759700775146,3.4271740913391113,3.3677679896354675,3.4571759700775146,18.74626898765564,19.78461503982544,21.3207049369812,22.117110013961792,20.492174744606018,22.117110013961792
cde607e05d2f05495699d7d38c6723085c667ef7,419.3549840450287,0.6663930416107178,1.0390920639038086,1.6570091247558594,2.13250994682312,1.3737510442733765,2.13250994682312,0.6504490375518799,1.116102933883667,1.6708300113677979,2.1920769214630127,1.4073647260665894,2.1920769214630127,3.456667900085449,3.3140997886657715,3.357807159423828,3.2992007732391357,3.356943905353546,3.456667900085449,18.741189002990723,19.826550006866455,21.100432872772217,21.645630836486816,20.328450679779053,21.645630836486816
df611ee53232a1f86a0f060975a78630e891a74c,418.51492381095886,0.6821458339691162,1.0452899932861328,1.672123908996582,2.0822010040283203,1.3704401850700378,2.0822010040283203,0.6626589298248291,1.1166810989379883,1.6401500701904297,2.139125108718872,1.3896538019180298,2.139125108718872,3.4782938957214355,3.389000177383423,3.226815938949585,3.301208972930908,3.348829746246338,3.4782938957214355,18.440747022628784,19.246734857559204,21.048601150512695,21.894847869873047,20.157732725143433,21.894847869873047
4fa3c0619df7fff5e9abca04d54c6413db74bfa9,439.7859070301056,0.8624961376190186,1.0321428775787354,1.5497550964355469,2.204577922821045,1.4122430086135864,2.204577922821045,0.8520019054412842,1.0310838222503662,1.7269988059997559,2.1411280632019043,1.4378031492233276,2.1411280632019043,3.965471029281616,3.5768940448760986,3.317456007003784,3.562221050262451,3.6055105328559875,3.965471029281616,19.94365906715393,19.407591819763184,22.579375982284546,23.4771249294281,21.35193794965744,23.4771249294281
1a0bbc537e2924104a4c62e7665121344978e03c,434.60459089279175,0.7677271366119385,1.2793591022491455,1.6025028228759766,2.105588912963867,1.438794493675232,2.105588912963867,0.7232999801635742,1.3077330589294434,1.6544060707092285,2.0587010383605957,1.4360350370407104,2.0587010383605957,3.5752451419830322,4.456093072891235,3.3854892253875732,3.331557035446167,3.687096118927002,4.456093072891235,19.651265859603882,20.584234952926636,22.06047797203064,22.165411949157715,21.115347683429718,22.165411949157715
25064f2ab990ea72888daf19dee08a163ad59b44,447.410395860672,1.0541069507598877,1.0903339385986328,1.7684149742126465,2.3959639072418213,1.577204942703247,2.3959639072418213,0.7691869735717773,1.2039129734039307,1.8032231330871582,2.766896963119507,1.6358050107955933,2.766896963119507,4.0691819190979,3.5813968181610107,3.9570729732513428,4.044799089431763,3.913112699985504,4.0691819190979,20.62113094329834,20.62618398666382,23.742796182632446,24.888909816741943,22.469755232334137,24.888909816741943
215c7663c7246a556348cb699836381b4eafb6cd,433.6725378036499,0.6452689170837402,1.0392980575561523,1.7164030075073242,2.3365530967712402,1.4343807697296143,2.3365530967712402,0.6289792060852051,1.1262621879577637,1.8416779041290283,2.434514045715332,1.5078583359718323,2.434514045715332,3.421651840209961,3.242554187774658,3.722795009613037,3.4956040382385254,3.4706512689590454,3.722795009613037,18.550897121429443,20.742159843444824,23.06740713119507,22.176982164382935,21.134361565113068,23.06740713119507
656721987b0f62de2e31782ca03611ae5afa7cd8,401.3747651576996,0.6590721607208252,1.0727989673614502,1.5408921241760254,2.1137290000915527,1.3466230630874634,2.1137290000915527,0.6470949649810791,1.1620872020721436,1.566028118133545,2.0676980018615723,1.360727071762085,2.0676980018615723,3.3023319244384766,3.203444004058838,3.356355905532837,3.194918155670166,3.2642624974250793,3.356355905532837,17.899385929107666,18.78730797767639,20.142970085144043,21.378078937530518,19.551935732364655,21.378078937530518
8d31cba969193a817b88361860ea3db726a0da7a,395.8066916465759,0.6527090072631836,1.0637249946594238,1.5035388469696045,2.0706818103790283,1.32266366481781,2.0706818103790283,0.6476211547851562,1.038815975189209,1.5131371021270752,2.0358469486236572,1.3088552951812744,2.0358469486236572,3.227581024169922,3.252362012863159,3.247076988220215,3.2022597789764404,3.232319951057434,3.252362012863159,17.6706120967865,18.628134965896606,19.838523864746094,20.692031145095825,19.207325518131256,20.692031145095825
09e0a03832a068f50f12e19eafd8a62066dda6bd,391.5823121070862,0.5877170562744141,1.0095739364624023,1.4527390003204346,2.01057505607605,1.2651512622833252,2.01057505607605,0.5765111446380615,1.060337781906128,1.5717051029205322,1.9981210231781006,1.3016687631607056,1.9981210231781006,3.0424091815948486,3.1320412158966064,3.1443450450897217,3.080604076385498,3.0998498797416687,3.1443450450897217,17.102172136306763,17.982869863510132,18.921632051467896,20.178405046463013,18.54626977443695,20.178405046463013
919947bdb2890d2296ef816863a16cbb4da8fec9,419.36514496803284,0.7014880180358887,1.1042540073394775,1.5814309120178223,2.1445400714874268,1.3829282522201538,2.1445400714874268,0.7037250995635986,1.0656909942626953,1.6253840923309326,2.126007080078125,1.380201816558838,2.126007080078125,3.412883996963501,3.5056910514831543,3.4677131175994873,3.316817045211792,3.4257763028144836,3.5056910514831543,18.542728185653687,19.89333200454712,21.228734970092773,22.11510705947876,20.444975554943085,22.11510705947876
d3708de0cb1dacc610bc9585a55dd260a862104d,484.96526408195496,0.625277042388916,1.0629909038543701,1.8245971202850342,1.9705431461334229,1.3708520531654358,1.9705431461334229,0.6328780651092529,1.0783641338348389,2.0102310180664062,2.100050926208496,1.4553810358047485,2.100050926208496,3.443650960922241,3.5843968391418457,3.862389087677002,3.370666027069092,3.565275728702545,3.862389087677002,19.17466402053833,21.38426399230957,24.055420875549316,23.700763940811157,22.078778207302094,24.055420875549316
20f099150f928e40254b660e1fa03f36a62c31b3,445.0413599014282,0.6104350090026855,1.0565519332885742,1.5638039112091064,2.1579129695892334,1.3471759557724,2.1579129695892334,0.6214969158172607,1.1203649044036865,1.53330397605896,2.0952250957489014,1.3425977230072021,2.0952250957489014,3.2850210666656494,3.312122106552124,3.282412052154541,3.369668960571289,3.312306046485901,3.369668960571289,18.281245946884155,20.06239891052246,21.36065912246704,23.23126792907715,20.7338929772377,23.23126792907715
9c49e771f5fc5565e58fbd56e99b484ef844455f,482.05313777923584,0.6365158557891846,1.1023828983306885,1.5281190872192383,2.0668981075286865,1.3334789872169495,2.0668981075286865,0.628173828125,1.050529956817627,1.4640259742736816,2.2659950256347656,1.3521811962127686,2.2659950256347656,3.454972982406616,3.5690510272979736,3.4684009552001953,3.554401159286499,3.511706531047821,3.5690510272979736,18.576317071914673,20.645040035247803,22.024739980697632,24.888460874557495,21.5336394906044,24.888460874557495
ca1705f1bc40d0f73d23b80937014edc07557a12,474.6518280506134,0.6239399909973145,1.0687270164489746,1.5753870010375977,2.1020219326019287,1.3425189852714539,2.1020219326019287,0.6166141033172607,1.1349000930786133,1.556833028793335,2.0866429805755615,1.3487475514411926,2.0866429805755615,3.549921989440918,3.579555034637451,3.5915210247039795,3.6185829639434814,3.5848952531814575,3.6185829639434814,19.179486989974976,20.616672039031982,22.378374814987183,24.32785987854004,21.625598430633545,24.32785987854004
c1ec571c824b893243001ab63c83ca8659312d92,492.16114020347595,0.6100080013275146,1.028730869293213,1.498948097229004,2.106748104095459,1.3111087679862976,2.106748104095459,0.6286590099334717,1.1222038269042969,1.5607290267944336,2.117130994796753,1.3571807146072388,2.117130994796753,3.6916069984436035,3.6542530059814453,3.691061019897461,3.560307025909424,3.6493070125579834,3.6916069984436035,19.35025691986084,21.73107099533081,23.455379009246826,24.6056067943573,22.285578429698944,24.6056067943573
6ee7b12d9494ca972d05a73ca000f1167d32c617,488.8143410682678,0.6234149932861328,1.100938081741333,1.5889291763305664,2.2455360889434814,1.3897045850753784,2.2455360889434814,0.5912539958953857,1.0828440189361572,1.6447789669036865,2.1359739303588867,1.363712728023529,2.1359739303588867,3.6291868686676025,3.652975082397461,3.5785610675811768,3.703449010848999,3.64104300737381,3.703449010848999,18.998613119125366,21.06659984588623,23.09020185470581,23.940985202789307,21.77410000562668,23.940985202789307
d8b04854b410b8c88eeab82975db131c650cda2b,493.91106128692627,0.6338381767272949,1.1480398178100586,1.5753369331359863,2.2986488342285156,1.4139659404754639,2.2986488342285156,0.6628050804138184,1.168138027191162,1.5790669918060303,2.3032968044281006,1.4283267259597778,2.3032968044281006,3.8590478897094727,3.702178955078125,3.646358013153076,3.7236709594726562,3.7328139543533325,3.8590478897094727,19.585047960281372,21.990840911865234,23.326593160629272,25.03295087814331,22.483858227729797,25.03295087814331
4aa8574f8d00f42afe9173af5630369d3ab7e804,485.83105301856995,0.6239869594573975,1.0458698272705078,1.550191879272461,2.1102559566497803,1.3325761556625366,2.1102559566497803,0.614037036895752,1.0851809978485107,1.5253820419311523,2.133200168609619,1.3394500613212585,2.133200168609619,3.76346492767334,3.557124137878418,3.664982795715332,3.682915210723877,3.6671217679977417,3.76346492767334,19.183269023895264,20.801383018493652,22.699730157852173,25.940945148468018,22.156331837177277,25.940945148468018
c4a1a4f5cea9fc0b1e130da812e66c56467f59a3,480.81152057647705,0.6001970767974854,1.013139009475708,1.4353861808776855,2.1189420223236084,1.2919160723686218,2.1189420223236084,0.6055631637573242,1.0245251655578613,1.5045790672302246,2.06056809425354,1.2988088726997375,2.06056809425354,3.2327351570129395,3.2289321422576904,3.2403409481048584,3.540287971496582,3.3105740547180176,3.540287971496582,18.068551063537598,19.48938012123108,21.264336109161377,24.355128049850464,20.79434883594513,24.355128049850464
43166cc4c5ce7bcc4d7585ee990dc59814e64a1f,478.8748893737793,0.6147949695587158,1.0198659896850586,1.5200121402740479,1.9680280685424805,1.2806752920150757,1.9680280685424805,0.629472017288208,1.0684750080108643,1.581043004989624,2.072798013687134,1.3379470109939575,2.072798013687134,3.1797738075256348,3.376438856124878,3.2991740703582764,3.3902111053466797,3.311399459838867,3.3902111053466797,18.359034061431885,20.172883987426758,21.71463704109192,23.53937792778015,20.946483254432678,23.53937792778015
b1a8a8bc4741cc7534f8c498cafdc993468d63e2,474.27109813690186,0.6023709774017334,1.0116229057312012,1.511535882949829,2.0737879276275635,1.2998294234275818,2.0737879276275635,0.5992951393127441,1.0010688304901123,1.4830210208892822,1.997338056564331,1.2701807618141174,1.997338056564331,3.2942399978637695,3.27840518951416,3.3564510345458984,3.3918449878692627,3.3302353024482727,3.3918449878692627,18.240307092666626,19.853758096694946,21.76640796661377,23.60031008720398,20.86519581079483,23.60031008720398
bf800f9c6cec7ca012b8f16ea93e4bb1453017a2,505.59413957595825,0.6180899143218994,1.067323923110962,1.5160350799560547,2.007573127746582,1.3022555112838745,2.007573127746582,0.5915930271148682,1.002134084701538,1.4880108833312988,2.0248711109161377,1.2766522765159607,2.0248711109161377,3.3752388954162598,3.2964389324188232,3.357128858566284,3.3775999546051025,3.3516016602516174,3.3775999546051025,18.55268120765686,20.017641067504883,22.09711003303528,23.737426042556763,21.101214587688446,23.737426042556763
3513a79a935b6dba3ed01e3d31ebd276502a6b95,523.3339941501617,0.6060459613800049,1.050149917602539,1.433683156967163,1.9870719909667969,1.269237756729126,1.9870719909667969,0.6128010749816895,1.0105509757995605,1.4994630813598633,2.083169937133789,1.3014962673187256,2.083169937133789,3.3014631271362305,3.446739912033081,3.4413840770721436,3.3033018112182617,3.373222231864929,3.446739912033081,18.94487190246582,20.488100051879883,21.959842205047607,23.55409002304077,21.23672604560852,23.55409002304077
